ID,Tanggal,Pelabuhan,Jenis Kendala,Cuaca,Volume Kargo (ton),Risiko Delay (Jam),Rekomendasi AI
ISS1002,07/06/2025,Makassar,Force Majeure,Angin Kencang,7993,0.85,Tunda pengiriman hingga cuaca membaik
ISS1003,30/07/2025,Tanjung Priok,Cuaca Buruk,Badai,17744,0.46,Percepat proses bongkar saat cuaca memungkinkan
ISS1004,07/07/2025,Tanjung Priok,Overload,Angin Kencang,12735,0.77,Tambahkan armada ke pelabuhan
ISS1005,22/07/2025,Belawan,Overload,Cerah,12902,0.51,Alihkan ke pelabuhan terdekat
ISS1006,10/06/2025,Belawan,Cuaca Buruk,Hujan Deras,16308,0.85,Alihkan kontainer ke terminal lain
ISS1007,24/07/2025,Makassar,Force Majeure,Badai,6863,0.15,Tunda pengiriman hingga cuaca membaik
ISS1008,09/06/2025,Bitung,Cuaca Buruk,Angin Kencang,3307,0.57,Tambahkan armada ke pelabuhan
ISS1009,24/06/2025,Bitung,Force Majeure,Cerah,9666,0.13,Alokasikan ke terminal cadangan
ISS1010,30/06/2025,Tanjung Perak,Overload,Badai,12338,0.33,Percepat proses bongkar saat cuaca memungkinkan
ISS1011,02/07/2025,Makassar,Overload,Hujan Deras,15788,0.11,Aktifkan jalur logistik alternatif
ISS1012,27/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,19670,0.25,Alihkan ke pelabuhan terdekat
ISS1013,12/07/2025,Makassar,Force Majeure,Badai,19160,0.62,Alihkan kontainer ke terminal lain
ISS1014,30/06/2025,Tanjung Perak,Force Majeure,Cerah,6526,0.6,Alokasikan ke terminal cadangan
ISS1015,10/07/2025,Bitung,Overload,Cerah,6968,0.78,Alihkan kontainer ke terminal lain
ISS1016,18/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,14392,0.55,Alihkan ke pelabuhan terdekat
ISS1017,06/07/2025,Tanjung Priok,Cuaca Buruk,Badai,19943,0.89,Tunda pengiriman hingga cuaca membaik
ISS1018,11/07/2025,Makassar,Cuaca Buruk,Badai,6227,0.54,Alokasikan ke terminal cadangan
ISS1019,30/06/2025,Tanjung Perak,Cuaca Buruk,Kabut Tebal,6524,0.81,Alihkan kontainer ke terminal lain
ISS1020,24/06/2025,Makassar,Force Majeure,Angin Kencang,2436,0.26,Tunda pengiriman hingga cuaca membaik
ISS1021,27/06/2025,Makassar,Force Majeure,Kabut Tebal,3016,0.23,Alihkan kontainer ke terminal lain
ISS1022,18/07/2025,Bitung,Force Majeure,Kabut Tebal,15344,0.62,Aktifkan jalur logistik alternatif
ISS1023,28/07/2025,Tanjung Priok,Overload,Hujan Deras,11886,0.84,Alihkan ke pelabuhan terdekat
ISS1024,04/06/2025,Belawan,Cuaca Buruk,Cerah,17575,0.18,Aktifkan jalur logistik alternatif
ISS1025,11/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,16441,0.44,Tunda pengiriman hingga cuaca membaik
ISS1026,02/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,2670,0.46,Alokasikan ke terminal cadangan
ISS1027,28/06/2025,Makassar,Cuaca Buruk,Cerah,19210,0.69,Alokasikan ke terminal cadangan
ISS1028,03/06/2025,Makassar,Cuaca Buruk,Cerah,16285,0.59,Aktifkan jalur logistik alternatif
ISS1029,03/06/2025,Belawan,Overload,Badai,3255,0.5,Koordinasi dengan otoritas pelabuhan
ISS1030,26/07/2025,Belawan,Force Majeure,Cerah,3268,0.73,Alihkan kontainer ke terminal lain
ISS1031,20/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,2594,0.19,Tambahkan armada ke pelabuhan
ISS1032,17/06/2025,Tanjung Perak,Overload,Hujan Deras,4433,0.92,Aktifkan jalur logistik alternatif
ISS1033,28/06/2025,Tanjung Priok,Cuaca Buruk,Badai,9305,0.19,Tunda pengiriman hingga cuaca membaik
ISS1034,30/07/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,2239,0.59,Tambahkan armada ke pelabuhan
ISS1035,10/07/2025,Belawan,Force Majeure,Badai,7804,0.22,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1036,06/07/2025,Makassar,Overload,Badai,3586,0.67,Aktifkan jalur logistik alternatif
ISS1037,29/06/2025,Makassar,Overload,Cerah,15526,0.86,Percepat proses bongkar saat cuaca memungkinkan
ISS1038,01/07/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,4344,0.58,Alihkan kontainer ke terminal lain
ISS1039,04/07/2025,Bitung,Cuaca Buruk,Badai,8370,0.52,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1040,26/07/2025,Tanjung Priok,Overload,Angin Kencang,2679,0.18,Koordinasi dengan otoritas pelabuhan
ISS1041,28/07/2025,Makassar,Overload,Badai,18014,0.19,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1042,26/06/2025,Bitung,Cuaca Buruk,Badai,15335,0.14,Alihkan ke pelabuhan terdekat
ISS1043,26/06/2025,Makassar,Cuaca Buruk,Hujan Deras,5272,0.39,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1044,01/06/2025,Makassar,Cuaca Buruk,Cerah,8746,0.18,Aktifkan jalur logistik alternatif
ISS1045,02/07/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,16126,0.75,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1046,29/06/2025,Makassar,Force Majeure,Cerah,5294,0.69,Percepat proses bongkar saat cuaca memungkinkan
ISS1047,28/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,14494,0.14,Alihkan ke pelabuhan terdekat
ISS1048,13/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,10558,0.44,Koordinasi dengan otoritas pelabuhan
ISS1049,13/06/2025,Bitung,Overload,Badai,2021,0.13,Alihkan kontainer ke terminal lain
ISS1050,10/06/2025,Belawan,Force Majeure,Angin Kencang,6175,0.16,Aktifkan jalur logistik alternatif
ISS1051,23/07/2025,Belawan,Cuaca Buruk,Badai,12768,0.35,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1052,08/06/2025,Bitung,Force Majeure,Badai,14434,0.55,Tambahkan armada ke pelabuhan
ISS1053,15/06/2025,Bitung,Force Majeure,Badai,10757,0.82,Percepat proses bongkar saat cuaca memungkinkan
ISS1054,13/06/2025,Tanjung Perak,Overload,Badai,18817,0.92,Tambahkan armada ke pelabuhan
ISS1055,05/06/2025,Bitung,Force Majeure,Badai,16174,0.39,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1056,04/07/2025,Tanjung Perak,Force Majeure,Kabut Tebal,12561,0.51,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1057,04/07/2025,Makassar,Force Majeure,Angin Kencang,11341,0.51,Alihkan ke pelabuhan terdekat
ISS1058,22/07/2025,Tanjung Priok,Force Majeure,Angin Kencang,18891,0.61,Percepat proses bongkar saat cuaca memungkinkan
ISS1059,04/06/2025,Belawan,Force Majeure,Hujan Deras,10453,0.79,Percepat proses bongkar saat cuaca memungkinkan
ISS1060,28/07/2025,Tanjung Perak,Force Majeure,Kabut Tebal,19769,0.83,Alihkan kontainer ke terminal lain
ISS1061,28/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,12055,0.82,Alokasikan ke terminal cadangan
ISS1062,30/06/2025,Tanjung Priok,Overload,Kabut Tebal,4086,0.75,Koordinasi dengan otoritas pelabuhan
ISS1063,11/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,7714,0.23,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1064,13/07/2025,Belawan,Cuaca Buruk,Badai,2648,0.89,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1065,12/06/2025,Tanjung Priok,Overload,Hujan Deras,17661,0.22,Koordinasi dengan otoritas pelabuhan
ISS1066,15/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,13369,0.47,Alihkan kontainer ke terminal lain
ISS1067,19/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,19298,0.86,Alihkan kontainer ke terminal lain
ISS1068,13/07/2025,Tanjung Perak,Overload,Hujan Deras,7047,0.78,Tambahkan armada ke pelabuhan
ISS1069,13/07/2025,Makassar,Force Majeure,Kabut Tebal,14145,0.8,Tunda pengiriman hingga cuaca membaik
ISS1070,22/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,6908,0.8,Percepat proses bongkar saat cuaca memungkinkan
ISS1071,18/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,18268,0.65,Aktifkan jalur logistik alternatif
ISS1072,23/06/2025,Makassar,Cuaca Buruk,Cerah,11346,0.15,Alokasikan ke terminal cadangan
ISS1073,11/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,12153,0.35,Koordinasi dengan otoritas pelabuhan
ISS1074,15/07/2025,Tanjung Perak,Force Majeure,Cerah,19009,0.59,Aktifkan jalur logistik alternatif
ISS1075,03/07/2025,Makassar,Overload,Kabut Tebal,5240,0.43,Tunda pengiriman hingga cuaca membaik
ISS1076,26/06/2025,Tanjung Priok,Force Majeure,Angin Kencang,9435,0.36,Aktifkan jalur logistik alternatif
ISS1077,12/07/2025,Tanjung Priok,Force Majeure,Hujan Deras,12589,0.9,Alihkan ke pelabuhan terdekat
ISS1078,20/07/2025,Makassar,Overload,Kabut Tebal,3299,0.71,Percepat proses bongkar saat cuaca memungkinkan
ISS1079,14/06/2025,Makassar,Overload,Kabut Tebal,16744,0.91,Alokasikan ke terminal cadangan
ISS1080,30/06/2025,Belawan,Overload,Angin Kencang,6062,0.46,Percepat proses bongkar saat cuaca memungkinkan
ISS1081,16/07/2025,Tanjung Priok,Overload,Kabut Tebal,19897,0.29,Alihkan kontainer ke terminal lain
ISS1082,03/07/2025,Tanjung Perak,Overload,Angin Kencang,19439,0.41,Percepat proses bongkar saat cuaca memungkinkan
ISS1083,15/07/2025,Bitung,Cuaca Buruk,Badai,4328,0.2,Percepat proses bongkar saat cuaca memungkinkan
ISS1084,29/07/2025,Bitung,Overload,Kabut Tebal,18065,0.44,Koordinasi dengan otoritas pelabuhan
ISS1085,16/06/2025,Bitung,Overload,Angin Kencang,13572,0.69,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1086,26/06/2025,Bitung,Overload,Kabut Tebal,9519,0.71,Alihkan kontainer ke terminal lain
ISS1087,20/07/2025,Tanjung Perak,Overload,Hujan Deras,9024,0.33,Percepat proses bongkar saat cuaca memungkinkan
ISS1088,24/06/2025,Tanjung Perak,Overload,Hujan Deras,6057,0.88,Koordinasi dengan otoritas pelabuhan
ISS1089,09/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,18637,0.28,Alihkan kontainer ke terminal lain
ISS1090,09/06/2025,Makassar,Force Majeure,Hujan Deras,8368,0.7,Alokasikan ke terminal cadangan
ISS1091,15/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,5408,0.55,Alihkan kontainer ke terminal lain
ISS1092,29/06/2025,Bitung,Overload,Angin Kencang,4198,0.79,Alihkan kontainer ke terminal lain
ISS1093,19/06/2025,Belawan,Overload,Cerah,15485,0.32,Alokasikan ke terminal cadangan
ISS1094,06/06/2025,Belawan,Overload,Hujan Deras,16551,0.79,Alokasikan ke terminal cadangan
ISS1095,29/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,16111,0.33,Alihkan ke pelabuhan terdekat
ISS1096,12/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,7521,0.49,Tunda pengiriman hingga cuaca membaik
ISS1097,04/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,7975,0.22,Alihkan ke pelabuhan terdekat
ISS1098,22/06/2025,Bitung,Cuaca Buruk,Cerah,16204,0.45,Tunda pengiriman hingga cuaca membaik
ISS1099,08/07/2025,Belawan,Force Majeure,Angin Kencang,6849,0.67,Tunda pengiriman hingga cuaca membaik
ISS1100,13/06/2025,Tanjung Priok,Overload,Badai,14017,0.36,Tunda pengiriman hingga cuaca membaik
ISS1101,18/06/2025,Tanjung Priok,Overload,Cerah,4754,0.91,Percepat proses bongkar saat cuaca memungkinkan
ISS1102,21/06/2025,Tanjung Priok,Force Majeure,Badai,16233,0.28,Koordinasi dengan otoritas pelabuhan
ISS1103,20/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,11748,0.13,Aktifkan jalur logistik alternatif
ISS1104,11/07/2025,Tanjung Perak,Force Majeure,Cerah,17061,0.53,Koordinasi dengan otoritas pelabuhan
ISS1105,11/07/2025,Tanjung Perak,Force Majeure,Badai,7801,0.36,Alihkan ke pelabuhan terdekat
ISS1106,14/07/2025,Makassar,Force Majeure,Cerah,19485,0.33,Alokasikan ke terminal cadangan
ISS1107,08/06/2025,Tanjung Perak,Overload,Badai,4591,0.36,Alihkan kontainer ke terminal lain
ISS1108,12/07/2025,Makassar,Overload,Angin Kencang,15324,0.53,Koordinasi dengan otoritas pelabuhan
ISS1109,18/06/2025,Tanjung Perak,Overload,Hujan Deras,10670,0.37,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1110,23/06/2025,Tanjung Priok,Overload,Cerah,3763,0.71,Aktifkan jalur logistik alternatif
ISS1111,23/06/2025,Makassar,Cuaca Buruk,Cerah,2737,0.61,Tambahkan armada ke pelabuhan
ISS1112,05/06/2025,Bitung,Force Majeure,Hujan Deras,5460,0.4,Koordinasi dengan otoritas pelabuhan
ISS1113,18/06/2025,Belawan,Force Majeure,Kabut Tebal,13620,0.42,Alihkan kontainer ke terminal lain
ISS1114,12/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,15195,0.16,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1115,21/06/2025,Tanjung Perak,Overload,Kabut Tebal,8814,0.35,Alokasikan ke terminal cadangan
ISS1116,23/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,4121,0.51,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1117,27/06/2025,Makassar,Cuaca Buruk,Angin Kencang,10742,0.33,Percepat proses bongkar saat cuaca memungkinkan
ISS1118,03/07/2025,Tanjung Priok,Overload,Cerah,9975,0.75,Aktifkan jalur logistik alternatif
ISS1119,10/07/2025,Bitung,Cuaca Buruk,Badai,5887,0.11,Alihkan ke pelabuhan terdekat
ISS1120,22/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,14018,0.73,Alokasikan ke terminal cadangan
ISS1121,25/07/2025,Bitung,Cuaca Buruk,Cerah,15730,0.82,Alihkan kontainer ke terminal lain
ISS1122,16/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,12449,0.64,Tunda pengiriman hingga cuaca membaik
ISS1123,09/06/2025,Bitung,Force Majeure,Kabut Tebal,4376,0.46,Percepat proses bongkar saat cuaca memungkinkan
ISS1124,09/07/2025,Tanjung Perak,Force Majeure,Hujan Deras,11561,0.26,Tunda pengiriman hingga cuaca membaik
ISS1125,07/07/2025,Bitung,Force Majeure,Angin Kencang,11180,0.34,Alihkan kontainer ke terminal lain
ISS1126,03/07/2025,Tanjung Perak,Overload,Badai,13929,0.28,Aktifkan jalur logistik alternatif
ISS1127,24/07/2025,Tanjung Priok,Overload,Angin Kencang,3052,0.67,Alihkan kontainer ke terminal lain
ISS1128,13/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,5647,0.73,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1129,20/06/2025,Tanjung Priok,Overload,Hujan Deras,11525,0.5,Koordinasi dengan otoritas pelabuhan
ISS1130,18/06/2025,Tanjung Perak,Overload,Badai,8374,0.91,Alihkan ke pelabuhan terdekat
ISS1131,19/06/2025,Tanjung Priok,Overload,Angin Kencang,11845,0.43,Koordinasi dengan otoritas pelabuhan
ISS1132,08/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,3815,0.72,Tunda pengiriman hingga cuaca membaik
ISS1133,25/07/2025,Tanjung Priok,Force Majeure,Badai,2039,0.79,Alokasikan ke terminal cadangan
ISS1134,05/06/2025,Bitung,Overload,Angin Kencang,4237,0.53,Alihkan ke pelabuhan terdekat
ISS1135,05/07/2025,Belawan,Force Majeure,Hujan Deras,6197,0.77,Alihkan ke pelabuhan terdekat
ISS1136,16/06/2025,Belawan,Overload,Badai,18277,0.73,Alihkan ke pelabuhan terdekat
ISS1137,04/07/2025,Belawan,Overload,Badai,7629,0.51,Alihkan ke pelabuhan terdekat
ISS1138,17/06/2025,Belawan,Force Majeure,Kabut Tebal,5896,0.29,Aktifkan jalur logistik alternatif
ISS1139,14/06/2025,Makassar,Overload,Hujan Deras,5264,0.49,Aktifkan jalur logistik alternatif
ISS1140,29/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,18906,0.51,Percepat proses bongkar saat cuaca memungkinkan
ISS1141,17/07/2025,Tanjung Priok,Overload,Angin Kencang,11856,0.91,Alokasikan ke terminal cadangan
ISS1142,27/06/2025,Makassar,Overload,Kabut Tebal,10656,0.65,Tambahkan armada ke pelabuhan
ISS1143,14/06/2025,Bitung,Force Majeure,Cerah,19264,0.85,Alihkan ke pelabuhan terdekat
ISS1144,21/06/2025,Makassar,Cuaca Buruk,Kabut Tebal,19632,0.57,Alokasikan ke terminal cadangan
ISS1145,30/07/2025,Bitung,Overload,Cerah,14361,0.74,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1146,27/06/2025,Bitung,Force Majeure,Cerah,12485,0.73,Alihkan ke pelabuhan terdekat
ISS1147,23/07/2025,Bitung,Overload,Angin Kencang,19800,0.81,Aktifkan jalur logistik alternatif
ISS1148,22/06/2025,Bitung,Overload,Kabut Tebal,9968,0.87,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1149,23/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,18164,0.55,Aktifkan jalur logistik alternatif
ISS1150,14/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,2432,0.28,Tambahkan armada ke pelabuhan
ISS1151,26/07/2025,Makassar,Cuaca Buruk,Angin Kencang,10195,0.44,Alihkan ke pelabuhan terdekat
ISS1152,16/06/2025,Belawan,Force Majeure,Angin Kencang,11964,0.3,Alokasikan ke terminal cadangan
ISS1153,12/06/2025,Tanjung Priok,Cuaca Buruk,Hujan Deras,11704,0.38,Alihkan ke pelabuhan terdekat
ISS1154,13/06/2025,Tanjung Priok,Overload,Cerah,7123,0.86,Percepat proses bongkar saat cuaca memungkinkan
ISS1155,16/07/2025,Belawan,Cuaca Buruk,Cerah,15473,0.59,Aktifkan jalur logistik alternatif
ISS1156,08/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,7905,0.54,Tambahkan armada ke pelabuhan
ISS1157,11/07/2025,Bitung,Cuaca Buruk,Badai,6626,0.79,Aktifkan jalur logistik alternatif
ISS1158,18/06/2025,Belawan,Cuaca Buruk,Kabut Tebal,7072,0.9,Alihkan ke pelabuhan terdekat
ISS1159,13/06/2025,Belawan,Force Majeure,Cerah,2206,0.61,Tunda pengiriman hingga cuaca membaik
ISS1160,22/06/2025,Makassar,Cuaca Buruk,Cerah,18544,0.37,Tambahkan armada ke pelabuhan
ISS1161,28/07/2025,Belawan,Overload,Kabut Tebal,8272,0.14,Aktifkan jalur logistik alternatif
ISS1162,22/06/2025,Makassar,Cuaca Buruk,Angin Kencang,17403,0.89,Alihkan ke pelabuhan terdekat
ISS1163,02/07/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,6386,0.91,Tambahkan armada ke pelabuhan
ISS1164,27/06/2025,Tanjung Perak,Overload,Kabut Tebal,8392,0.11,Tunda pengiriman hingga cuaca membaik
ISS1165,25/06/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,3721,0.94,Tambahkan armada ke pelabuhan
ISS1166,13/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,10110,0.45,Tunda pengiriman hingga cuaca membaik
ISS1167,09/06/2025,Bitung,Overload,Badai,5983,0.71,Koordinasi dengan otoritas pelabuhan
ISS1168,16/06/2025,Bitung,Cuaca Buruk,Hujan Deras,6397,0.26,Tambahkan armada ke pelabuhan
ISS1169,17/07/2025,Makassar,Force Majeure,Cerah,19978,0.65,Tambahkan armada ke pelabuhan
ISS1170,10/06/2025,Belawan,Overload,Badai,13125,0.24,Alihkan kontainer ke terminal lain
ISS1171,28/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,8618,0.44,Tunda pengiriman hingga cuaca membaik
ISS1172,24/07/2025,Tanjung Perak,Overload,Kabut Tebal,19889,0.74,Aktifkan jalur logistik alternatif
ISS1173,21/07/2025,Bitung,Overload,Cerah,14142,0.2,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1174,29/06/2025,Tanjung Priok,Overload,Angin Kencang,18319,0.35,Aktifkan jalur logistik alternatif
ISS1175,21/06/2025,Makassar,Force Majeure,Cerah,10157,0.85,Alokasikan ke terminal cadangan
ISS1176,05/06/2025,Makassar,Overload,Cerah,2596,0.84,Alokasikan ke terminal cadangan
ISS1177,01/07/2025,Tanjung Perak,Force Majeure,Kabut Tebal,10820,0.23,Aktifkan jalur logistik alternatif
ISS1178,18/06/2025,Belawan,Overload,Badai,8527,0.2,Aktifkan jalur logistik alternatif
ISS1179,09/07/2025,Belawan,Force Majeure,Badai,19198,0.51,Tambahkan armada ke pelabuhan
ISS1180,20/06/2025,Tanjung Perak,Overload,Cerah,18831,0.57,Alihkan kontainer ke terminal lain
ISS1181,06/07/2025,Makassar,Cuaca Buruk,Angin Kencang,5219,0.72,Koordinasi dengan otoritas pelabuhan
ISS1182,23/07/2025,Tanjung Priok,Cuaca Buruk,Badai,14011,0.44,Aktifkan jalur logistik alternatif
ISS1183,23/07/2025,Tanjung Perak,Force Majeure,Angin Kencang,18219,0.78,Alokasikan ke terminal cadangan
ISS1184,22/06/2025,Makassar,Cuaca Buruk,Angin Kencang,4553,0.15,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1185,05/06/2025,Tanjung Priok,Overload,Cerah,16698,0.71,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1186,28/07/2025,Belawan,Overload,Hujan Deras,18900,0.72,Alihkan ke pelabuhan terdekat
ISS1187,24/07/2025,Tanjung Priok,Force Majeure,Cerah,2415,0.67,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1188,09/07/2025,Bitung,Cuaca Buruk,Cerah,12152,0.89,Tunda pengiriman hingga cuaca membaik
ISS1189,30/06/2025,Bitung,Force Majeure,Badai,18257,0.69,Aktifkan jalur logistik alternatif
ISS1190,13/06/2025,Makassar,Cuaca Buruk,Hujan Deras,19554,0.5,Alokasikan ke terminal cadangan
ISS1191,22/06/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,18891,0.59,Tunda pengiriman hingga cuaca membaik
ISS1192,08/07/2025,Bitung,Cuaca Buruk,Angin Kencang,12070,0.2,Koordinasi dengan otoritas pelabuhan
ISS1193,08/07/2025,Tanjung Priok,Overload,Angin Kencang,8540,0.47,Tunda pengiriman hingga cuaca membaik
ISS1194,30/07/2025,Tanjung Perak,Cuaca Buruk,Badai,17438,0.64,Koordinasi dengan otoritas pelabuhan
ISS1195,22/06/2025,Bitung,Overload,Badai,13611,0.78,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1196,16/07/2025,Makassar,Overload,Badai,10810,0.48,Tunda pengiriman hingga cuaca membaik
ISS1197,14/07/2025,Tanjung Perak,Cuaca Buruk,Hujan Deras,11142,0.49,Koordinasi dengan otoritas pelabuhan
ISS1198,16/07/2025,Bitung,Overload,Badai,16519,0.23,Koordinasi dengan otoritas pelabuhan
ISS1199,10/07/2025,Tanjung Priok,Overload,Hujan Deras,11004,0.64,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1200,30/06/2025,Tanjung Perak,Cuaca Buruk,Badai,8025,0.91,Tambahkan armada ke pelabuhan
ISS1201,02/06/2025,Belawan,Force Majeure,Cerah,12465,0.83,Alihkan kontainer ke terminal lain
ISS1202,10/06/2025,Bitung,Overload,Badai,16655,0.89,Tunda pengiriman hingga cuaca membaik
ISS1203,17/07/2025,Bitung,Force Majeure,Badai,11560,0.17,Alihkan ke pelabuhan terdekat
ISS1204,17/06/2025,Tanjung Perak,Cuaca Buruk,Angin Kencang,6853,0.15,Aktifkan jalur logistik alternatif
ISS1205,05/06/2025,Tanjung Priok,Cuaca Buruk,Cerah,4018,0.95,Percepat proses bongkar saat cuaca memungkinkan
ISS1206,24/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,3207,0.73,Aktifkan jalur logistik alternatif
ISS1207,04/06/2025,Tanjung Priok,Force Majeure,Hujan Deras,17729,0.66,Tunda pengiriman hingga cuaca membaik
ISS1208,18/07/2025,Makassar,Overload,Hujan Deras,8345,0.41,Percepat proses bongkar saat cuaca memungkinkan
ISS1209,16/07/2025,Belawan,Cuaca Buruk,Angin Kencang,17060,0.87,Tambahkan armada ke pelabuhan
ISS1210,30/07/2025,Belawan,Cuaca Buruk,Kabut Tebal,12751,0.9,Alihkan kontainer ke terminal lain
ISS1211,29/06/2025,Tanjung Perak,Force Majeure,Kabut Tebal,17644,0.56,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1212,22/07/2025,Belawan,Overload,Hujan Deras,6212,0.38,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1213,26/06/2025,Tanjung Perak,Cuaca Buruk,Badai,4278,0.13,Tambahkan armada ke pelabuhan
ISS1214,06/07/2025,Tanjung Perak,Overload,Angin Kencang,11131,0.69,Alokasikan ke terminal cadangan
ISS1215,10/06/2025,Makassar,Force Majeure,Hujan Deras,17583,0.59,Tambahkan armada ke pelabuhan
ISS1216,02/06/2025,Tanjung Perak,Force Majeure,Hujan Deras,4112,0.35,Tunda pengiriman hingga cuaca membaik
ISS1217,25/06/2025,Makassar,Cuaca Buruk,Badai,10657,0.67,Alokasikan ke terminal cadangan
ISS1218,19/06/2025,Belawan,Cuaca Buruk,Badai,12732,0.73,Alokasikan ke terminal cadangan
ISS1219,25/06/2025,Bitung,Force Majeure,Angin Kencang,18736,0.33,Alihkan kontainer ke terminal lain
ISS1220,01/06/2025,Tanjung Priok,Cuaca Buruk,Angin Kencang,9918,0.12,Tunda pengiriman hingga cuaca membaik
ISS1221,13/06/2025,Tanjung Priok,Overload,Badai,18256,0.36,Tunda pengiriman hingga cuaca membaik
ISS1222,21/07/2025,Bitung,Overload,Hujan Deras,7715,0.65,Tambahkan armada ke pelabuhan
ISS1223,12/06/2025,Tanjung Perak,Force Majeure,Badai,13290,0.81,Koordinasi dengan otoritas pelabuhan
ISS1224,09/07/2025,Tanjung Priok,Overload,Hujan Deras,2222,0.49,Tambahkan armada ke pelabuhan
ISS1225,12/07/2025,Belawan,Overload,Angin Kencang,5017,0.69,Alihkan ke pelabuhan terdekat
ISS1226,07/07/2025,Tanjung Priok,Cuaca Buruk,Kabut Tebal,17245,0.69,Alihkan ke pelabuhan terdekat
ISS1227,09/06/2025,Bitung,Force Majeure,Cerah,9562,0.55,Percepat proses bongkar saat cuaca memungkinkan
ISS1228,29/06/2025,Tanjung Priok,Force Majeure,Kabut Tebal,19989,0.56,Tunda pengiriman hingga cuaca membaik
ISS1229,01/07/2025,Makassar,Cuaca Buruk,Kabut Tebal,10099,0.65,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1230,12/07/2025,Tanjung Priok,Overload,Angin Kencang,4678,0.5,Aktifkan jalur logistik alternatif
ISS1231,27/07/2025,Bitung,Overload,Badai,3596,0.41,Koordinasi dengan otoritas pelabuhan
ISS1232,16/06/2025,Tanjung Perak,Force Majeure,Angin Kencang,10955,0.71,Jadwalkan ulang pengiriman di luar jam sibuk
ISS1233,21/06/2025,Makassar,Force Majeure,Hujan Deras,17390,0.28,Tambahkan armada ke pelabuhan
ISS1234,26/07/2025,Belawan,Force Majeure,Badai,16550,0.72,Aktifkan jalur logistik alternatif
